A+Coffee - Es Kopi Rumahan,https://www.google.co.id/maps/place/A%2BCoffee+-+Es+Kopi+Rumahan/,https://lh5.googleusercontent.com/p/AF1QipPMocy_tY6bDWoRnfpNm1Y5gn8FabUAO3ogIEVP=w426-h240-k-no,Coffee shop,"Blok O No 38, Jl. Muncang, RT.4/RW.11, Lagoa, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14270, Indonesia","VWM3+PF Lagoa, North Jakarta City, Jakarta, Indonesia",Reviews,"PT DIAMOND COLD STORAGE
4.4(209)
Corporate office"
Nasi Pedas SS 88,https://www.google.co.id/maps/place/Nasi+Pedas+SS+88/,https://lh5.googleusercontent.com/p/AF1QipMpf_fg8Z37zNgeiy87FYqQ8zXQeuBWhu27T7y5=w408-h306-k-no,Nasi goreng restaurant,"The Food Tempatations, Lantai 3, Mall, Jl. Boulevard Raya No.RT.13, RT.13/RW.18, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",Opens at 10:00 am,nasi-pedas-ss.business.site,+62 899-6372-255
Seblak Jeletet Murni,https://www.google.co.id/maps/place/Seblak+Jeletet+Murni/,https://lh5.googleusercontent.com/p/AF1QipO1CEVAzchZL4bWoCm03cJQLJDH-qA2N9zg16MR=w408-h306-k-no,Sundanese restaurant,"Jl. Pademangan Raya No.RT.3, RT.5/RW.9, Pademangan Tim., Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 10720, Indonesia",business.site,+62 812-1087-1246,"VR5Q+JR East Pademangan, North Jakarta City, Jakarta, Indonesia"
Penyetan Cok,https://www.google.co.id/maps/place/Penyetan+Cok/,https://lh5.googleusercontent.com/p/AF1QipMTWts_glRfRu4lg4fETejivonM3yyxn28Js9x-=w408-h306-k-no,Restaurant,"Mall Sunter Lantai 3, Jl. Danau Sunter Utara No.Kav. II, RT.14/RW.13, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",Opens at 9:00 am,penyetancok.com,+62 896-3365-9754
Bakso Boedjangan Kelapa Gading,https://www.google.co.id/maps/place/Bakso+Boedjangan+Kelapa+Gading/,https://lh5.googleusercontent.com/p/AF1QipPfNEjoXAHLMH4kKYxgCFBe7JVZY5X54UYCjjBk=w408-h271-k-no,Bakso restaurant,"Jl. Boulevard Raya Blok WE 2 No.4, RT.13/RW.16, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",baksoboedjangan.com,+62 821-2376-9501,"RWQ3+6M East Kelapa Gading, North Jakarta City, Jakarta, Indonesia"
Bebek Ummi Kelapa Gading,https://www.google.co.id/maps/place/Bebek+Ummi+Kelapa+Gading/,https://lh5.googleusercontent.com/p/AF1QipMxc6zjlrU4ZjcilbACYD3z3t7RNANomFo5EQf7=w426-h240-k-no,East Javanese restaurant,"Jl. Boulevard Raya TN 2 No.9, RT.10/RW.15, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",+62 21 45856946,"RWM2+6C East Kelapa Gading, North Jakarta City, Jakarta, Indonesia",Reviews
Mie Rica Gading,https://www.google.co.id/maps/place/Mie+Rica+Gading/,https://lh5.googleusercontent.com/p/AF1QipNp2qRtFRd-5M11xlV0voBM46XznEMXwo1ldH_P=w408-h306-k-no,Noodle shop,"Jl. Raya Klp. Hybrida No.14/27, RT.4/RW.18, Pegangsaan Dua, Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250, Indonesia",+62 812-8252-5297,"VW26+GF Pegangsaan Dua, North Jakarta City, Jakarta, Indonesia",Claim this business
Tahu Jeletot Taisi Pondok Kelapa,https://www.google.co.id/maps/place/Tahu+Jeletot+Taisi+Pondok+Kelapa/,https://lh5.googleusercontent.com/p/AF1QipNOF9MlgtEjveXq0LJta_eegCokXPUD_uEE9Wka=w408-h408-k-no,Hawker Stall,"Jl. Pd. Kelapa Raya No.4, RT.3/RW.9, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450, Indonesia",+62 857-7722-3939,"QW8Q+74 Pondok Kelapa, East Jakarta City, Jakarta, Indonesia",Reviews
Sandjaja Seafood & Ayam Bakar,https://www.google.co.id/maps/place/Sandjaja+Seafood+%26+Ayam+Bakar/,https://lh5.googleusercontent.com/p/AF1QipPK4IjCiu8MxcvPqJwx4ZaH113FhLp27mlHxuij=w408-h306-k-no,Seafood restaurant,"Jl. Boulevard Raya No.9, RT.9/RW.2, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",+62 21 4524241,"RVHX+RQ East Kelapa Gading, North Jakarta City, Jakarta, Indonesia",Claim this business
Tahu Jeletot Taisi,https://www.google.co.id/maps/place/Tahu+Jeletot+Taisi/,https://lh5.googleusercontent.com/p/AF1QipPJWdv1k6n4XvMQTOZen7P4i-BNX55FFk_c6R91=w427-h240-k-no,Restaurant,"Jl. Bambu Larangan No.1B, RT.2/RW.2, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830, Indonesia",Menu,business.site,+62 877-7119-9339
"Tahu Pedas Hot Jeletot, Cikini","https://www.google.co.id/maps/place/Tahu+Pedas+Hot+Jeletot,+Cikini/",https://lh5.googleusercontent.com/p/AF1QipMmdyPg363mcX4VuCg8kWyN00DTK66qjBhe-AdV=w408-h306-k-no,Tofu shop,"Jl. Kali Pasir No.4, RT.15/RW.8, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340, Indonesia",instagram.com,+62 899-9028-082,"RR7R+26 Kebon Sirih, Central Jakarta City, Jakarta, Indonesia"
Makaroni Ngehe Charlie Muara Karang,https://www.google.co.id/maps/place/Makaroni+Ngehe+Charlie+Muara+Karang/,https://lh5.googleusercontent.com/p/AF1QipOFe7GHu-Pp0cWrU4DQ4iGW03gRIY5paO1KL8Y-=w408-h306-k-no,Fast food restaurant,"Jl. Pluit Karang Jelita No.7A, RT.3/RW.12, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",ngehe.com,+62 811-1236-714,"VQMJ+3W Pluit, North Jakarta City, Jakarta, Indonesia"
Super Pancake Durian,https://www.google.co.id/maps/place/Super+Pancake+Durian/,https://geo0.ggpht.com/cbk?panoid=dIGPCjxUJergktCNQJmI6Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=82.80667&pitch=0&thumbfov=100,Cake shop,"ITC Mangga Dua, Lantai 7, Food Court, JL Mangga Dua Raya, Pademangan, RT.1/RW.12, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14430, Indonesia","VR7F+8J South Mangga Dua, Central Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Roti Durian Amora,https://www.google.co.id/maps/place/Roti+Durian+Amora/,https://lh5.googleusercontent.com/p/AF1QipPIrS9zvtUDTyoP8rZkNvkNnBBj5qKAa-xFJvJ1=w408-h272-k-no,Bakery,"Blok PA1, Jl. Boulevard Raya No.27, RT.3/RW.14, Pegangsaan Dua, Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",+62 821-1078-0800,"RWX5+JV Pegangsaan Dua, North Jakarta City, Jakarta, Indonesia",Reviews
Liliko Durian's Kitchen,https://www.google.co.id/maps/place/Liliko+Durian's+Kitchen/,https://lh5.googleusercontent.com/proxy/kvyOuJggYTDDD0bRHvaq8YmoMJMW3ei4aNzaQAj_Xp4gwhRfFk6I3kJvzUP0x83Kzw_SFznLFj2ICUtvNJ2bpfAeTEngniG8laXZ3WHo2k5w42Vux67a6m07vVNLpJJfGwqGZPD7ct0YF8FLxmHGcKWvpUGpiw=w408-h306-k-no,Bakery,"Jalan Pluit Karang Barat Blok P2S No.92, Pluit, Penjaringan, RT.4/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",+62 21 6611197,"VQPF+QC Pluit, North Jakarta City, Jakarta, Indonesia",Claim this business
Mom's Recipe,https://www.google.co.id/maps/place/Mom's+Recipe/,https://lh5.googleusercontent.com/p/AF1QipORoGUC41rabpx0GCzEct__jeJ1rILc1uUo0ZgH=w408-h306-k-no,Cake shop,"Blok B9 Jalan Danau Indah Barat No.#3, RT.13/RW.11, Sunter Jaya, Tanjung Priok, North Jakarta City, Jakarta 14530, Indonesia",business.google.com,+62 21 65837553,"RVVH+GQ Sunter Jaya, North Jakarta City, Jakarta, Indonesia"
Pancake Durian Jakarta,https://www.google.co.id/maps/place/Pancake+Durian+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipM4Rt8z-09osttlQVUq7-n6JjdQCYsAfynhE-F6=w426-h240-k-no,Food manufacturer,"Jalan Terate I No. 8, RT.13 / RW.02, Cengkareng Barat, Cengkareng, RT.13/RW.5, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia",+62 813-1883-4700,"VP39+2W West Cengkareng, West Jakarta City, Jakarta, Indonesia",Reviews
Pancake Durian,https://www.google.co.id/maps/place/Pancake+Durian/,https://lh5.googleusercontent.com/p/AF1QipMspaInftvs7kB9a-qHO6WhvloAJQ7nDJp4dhQJ=w408-h306-k-no,Pancake restaurant,"Jalan Danau Indah Barat, Sunter Jaya, Tanjung Priok, RT.13/RW.11, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360, Indonesia","RVVH+HR Sunter Jaya, North Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Dynamic Bakery,https://www.google.co.id/maps/place/Dynamic+Bakery/,https://lh4.googleusercontent.com/proxy/LDs6zRA6wqPfPezv60DrwbDSV0_bMap-d3X4Dw2bct-cdKiF1VFhNLyTFrHrx3jNc6hpzcmQy4NountHP5yahDIy-JdorgFBBR1VH8UphyB1kh6Y2M6wxRzOHeMhmAxXnLMd6UNb-PR-kJXH7RFjOo-QCovYPQ=w408-h306-k-no,Bakery,"Jalan Kelapa Gading Boulevard, Blok TT2 No. 23-24, RT.10/RW.15, Klp. Gading Tim., Jakarta Utara, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",dynamicnatural.co.id,+62 21 4508643,"RWM2+28 East Kelapa Gading, North Jakarta City, Jakarta, Indonesia"
Double Cola,https://www.google.co.id/maps/place/Double+Cola/,https://lh5.googleusercontent.com/p/AF1QipMMJdSCo9XYpesffMWSq2BFRVFUjSIsZsOPciwK=w426-h240-k-no,Cake shop,"Jl. Sinar Budi No.12, RT.2/RW.4, Pejagalan, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",double-cola.business.site,+62 21 66690172,"VQ4V+X4 Pejagalan, North Jakarta City, Jakarta, Indonesia"
DCOLONY DURIAN,https://www.google.co.id/maps/place/DCOLONY+DURIAN/,https://lh5.googleusercontent.com/p/AF1QipPEXlGiDOre4AMAEgOWnjssgGNgX0rqQ-WSFASn=w408-h326-k-no,Frozen food manufacturer,"Pluit karang cantik blok O4 Barat no 15 Jakarta, RT.6/RW.3, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",tokopedia.com,+62 812-9146-8328,"VQPH+77 Pluit, North Jakarta City, Jakarta, Indonesia"
Ucok Durian Medan North Jakarta,https://www.google.co.id/maps/place/Ucok+Durian+Medan+North+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipNHn5X6dMtEVkOs5Q-iSEcgLxzjpd1V_1w59RFX=w408-h544-k-no,Fruit and vegetable store,"Jalan Angin Sejuk I 54/B 9 11, RT.9/RW.11, Semper Bar., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia","VWPF+R4 West Semper, North Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Toko Pipit Pancake Durian,https://www.google.co.id/maps/place/Toko+Pipit+Pancake+Durian/,https://lh5.googleusercontent.com/p/AF1QipNES5vR43qeQ56rp9Z8X9qDVLivpThIoXjjlXnt=w408-h300-k-no,Pancake restaurant,"Jl. Jaya 25 No.172, RT.1/RW.10, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia",business.site,+62 812-9410-0033,"VPCF+3R West Cengkareng, West Jakarta City, Jakarta, Indonesia"
Raja Durian - Sunter,https://www.google.co.id/maps/place/Raja+Durian+-+Sunter/,https://lh5.googleusercontent.com/p/AF1QipPZq4Io0hT2VgA9Us6kwLZsNbBIiycIMzegsM1Z=w408-h306-k-no,Cafe,"Jl. Danau Sunter Utara No.12A, RT.1/RW.10, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",+62 21 6400593,"VV55+WH Sunter Agung, North Jakarta City, Jakarta, Indonesia",Reviews
Durian Kupas MUT,https://www.google.co.id/maps/place/Durian+Kupas+MUT/,https://lh5.googleusercontent.com/p/AF1QipMyqQ7gnN2y_EYsyLI6xm-UPOE51lZxsRnb2ggG=w408-h725-k-no,Cafe,"blok J no, Jl. Kelapa Muda III No.19, RT.4/RW.12, Kota Jkt Utara, 14260, RT.7/RW.7, Tugu Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia",+62 813-8119-4187,"VWG3+7X North Tugu, North Jakarta City, Jakarta, Indonesia",Claim this business
Durian kupas 99,https://www.google.co.id/maps/place/Durian+kupas+99/,https://lh5.googleusercontent.com/p/AF1QipNPTPBlVBz-vJJjTb1EaSjIUdx-tAWHhuhrM6Yk=w408-h408-k-no,Cafe,"Gg. 15, RT.5/RW.14, Warakas, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14370, Indonesia",+62 899-9800-093,"VVHF+PP Warakas, North Jakarta City, Jakarta, Indonesia",Claim this business
Ucok Durian Jakarta Barat,https://www.google.co.id/maps/place/Ucok+Durian+Jakarta+Barat/,https://lh5.googleusercontent.com/p/AF1QipMmPsz7flpSYeirb-o69eta80hMBR_LersPs4hu=w408-h306-k-no,Fruit wholesaler,"Blok BD1, Jl. Citra Dua Extension Blok G No.24, RT.2/RW.8, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830, Indonesia",ucokdurian.id,+62 813-6022-6055,"VM8V+P3 Pegadungan, West Jakarta City, Jakarta, Indonesia"
Es Duren,https://www.google.co.id/maps/place/Es+Duren/,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,Restaurant,"Jl. Bulevar Kelapa Gading Kelapa Gading Barat Kelapa Gading Jakarta Utara DKI Jakarta, RT.5/RW.7, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","RWV3+JP West Kelapa Gading, North Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
TataNino Snack Durian Tambora,https://www.google.co.id/maps/place/TataNino+Snack+Durian+Tambora/,https://lh5.googleusercontent.com/p/AF1QipP3pOPdByUtAnOmUxXFdJo_1k_JnMJSUe8Vjg7j=w408-h725-k-no,Frozen food store,Open now:  Open 24 hours,+62 878-8633-7690,Reviews,About this data
DURIAN MOU,https://www.google.co.id/maps/place/DURIAN+MOU/,https://lh5.googleusercontent.com/p/AF1QipMcVBpW6uAwxwwW-SK7rBLb2tN9VAhjuckxQZJx=w408-h510-k-no,Frozen food store,"Rumah Ibu Ukro, Jl. Pademangan VIII Gg. Melati No.22, RT.15/RW.10, Pademangan Tim., Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia",+62 821-1095-5421,"VRCW+74 East Pademangan, North Jakarta City, Jakarta, Indonesia",Claim this business
Pancake Durian Arsya,https://www.google.co.id/maps/place/Pancake+Durian+Arsya/,https://lh5.googleusercontent.com/p/AF1QipPVzkG0A9iOmCdzv1uH8vDzOyQRUsyrhqxAnt8W=w427-h240-k-no,Frozen food manufacturer,"Gg. Amal IV No.53, RW.11, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia",tokopedia.com,+62 812-1261-2284,"QR37+HP Pela Mampang, South Jakarta City, Jakarta, Indonesia"
Durian Kupas MUT,https://www.google.co.id/maps/place/Durian+Kupas+MUT/,https://lh5.googleusercontent.com/p/AF1QipPO9H5XtjGe73F-deHZabd_i_TcZtzFjbag6luP=w408-h544-k-no,Cafe,"Jl. Melati Tugu IV No.27, RT.2/RW.3, Tugu Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia",+62 813-8119-4187,"VWG5+X9 North Tugu, North Jakarta City, Jakarta, Indonesia",Claim this business
Ucok Durian Jakarta Barat,https://www.google.co.id/maps/place/Ucok+Durian+Jakarta+Barat/,https://lh5.googleusercontent.com/p/AF1QipMmPsz7flpSYeirb-o69eta80hMBR_LersPs4hu=w408-h306-k-no,Fruit wholesaler,"Blok BD1, Jl. Citra Dua Extension Blok G No.24, RT.2/RW.8, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830, Indonesia",ucokdurian.id,+62 813-6022-6055,"VM8V+P3 Pegadungan, West Jakarta City, Jakarta, Indonesia"
Durian 99,https://www.google.co.id/maps/place/Durian+99/,https://lh5.googleusercontent.com/p/AF1QipNNwV-zWP3N0kKlbQh07XxDEemsvQllvbjgv1cE=w427-h240-k-no,Frozen food manufacturer,"Gg. 15 No.8, RT.5/RW.14, Warakas, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14340, Indonesia",durian99.business.site,+62 899-9800-093,"VVHF+RP Warakas, North Jakarta City, Jakarta, Indonesia"
Es Duren,https://www.google.co.id/maps/place/Es+Duren/,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,Restaurant,"Jl. Bulevar Kelapa Gading Kelapa Gading Barat Kelapa Gading Jakarta Utara DKI Jakarta, RT.5/RW.7, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","RWV3+JP West Kelapa Gading, North Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Durian Medan Atong,https://www.google.co.id/maps/place/Durian+Medan+Atong/,https://geo0.ggpht.com/cbk?panoid=GLGzlutEoZygzDSagXKMFA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=162.17546&pitch=0&thumbfov=100,Greengrocer,"Jalan Kelapa Kopyor Blok Q1 Nomor 4 Kelapa Gading, RT.16/RW.19, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",business.google.com,+62 21 45847737,"RWH3+Q8 East Kelapa Gading, North Jakarta City, Jakarta, Indonesia"
TataNino Snack Durian Tambora,https://www.google.co.id/maps/place/TataNino+Snack+Durian+Tambora/,https://lh5.googleusercontent.com/p/AF1QipP3pOPdByUtAnOmUxXFdJo_1k_JnMJSUe8Vjg7j=w408-h725-k-no,Frozen food store,Open now:  Open 24 hours,+62 878-8633-7690,Reviews,About this data
Rosella Bika Ambon,https://www.google.co.id/maps/place/Rosella+Bika+Ambon/,https://lh4.googleusercontent.com/30HfMxNsXr-nYbuq_anWIduyEYONi4ZEuU56Zqp5Ym8AVk8NhFSsgGHGrbJYGnWr=w427-h240-k-no,Cake shop,"Jl.Hadiah Utama 1, Kav.Polri, F5 No.1517A, RT.6/RW.2, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia",rosellabikaambon.com,+62 21 56966950,"RQQJ+PM Jelambar, West Jakarta City, Jakarta, Indonesia"
Sop Duren 88,https://www.google.co.id/maps/place/Sop+Duren+88/,https://lh6.googleusercontent.com/proxy/pmbYQcgNdUnpogqennhVWJO23YKZ4yygjHvHpJxgO6_Rp1bzc-VJ84Jjg_8p-LibGD17eii7zQXFfAfwdadJDdk_k3JcefKWSIK6EpPVGxtV54630uL6ch98FTLLxllaUN6W2UUSDkTNseQrUFjKka7nCbMTT6k=w426-h240-k-no,Dessert restaurant,"Jl. Tanjung Duren Raya No.60, RW.4, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",+62 823-1010-4488,"RQGM+69 North Tanjung Duren, West Jakarta City, Jakarta, Indonesia",Reviews
Durian Kupas MUT,https://www.google.co.id/maps/place/Durian+Kupas+MUT/,https://lh5.googleusercontent.com/p/AF1QipPO9H5XtjGe73F-deHZabd_i_TcZtzFjbag6luP=w408-h544-k-no,Cafe,"Jl. Melati Tugu IV No.27, RT.2/RW.3, Tugu Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia",+62 813-8119-4187,"VWG5+X9 North Tugu, North Jakarta City, Jakarta, Indonesia",Claim this business
Pancake Durian Arsya,https://www.google.co.id/maps/place/Pancake+Durian+Arsya/,https://lh5.googleusercontent.com/p/AF1QipPVzkG0A9iOmCdzv1uH8vDzOyQRUsyrhqxAnt8W=w427-h240-k-no,Frozen food manufacturer,"Gg. Amal IV No.53, RW.11, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia",tokopedia.com,+62 812-1261-2284,"QR37+HP Pela Mampang, South Jakarta City, Jakarta, Indonesia"
Durian Nusantara,https://www.google.co.id/maps/place/Durian+Nusantara/,https://lh5.googleusercontent.com/p/AF1QipMTaGTe7TxVQSC69cF0H-mVksmnUeLGQ9mr3JEP=w408-h408-k-no,Restaurant,"no.14c, Gg. Muara Bahari Barat 3 No.rt 002, RT.1/RW.3, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",+62 857-1101-7990,"VRCX+RH Sunter Agung, North Jakarta City, Jakarta, Indonesia",Claim this business
Ucok Durian Jakarta,https://www.google.co.id/maps/place/Ucok+Durian+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipNE-gT5IgDHaKlfHdCB9UkH4Y1hkksr8rX0Vey_=w408-h306-k-no,Fruit wholesaler,"Inspeksi Saluran, Jl. Raya Kalimalang No.7D, RT.4/RW.4, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430, Indonesia",ucokdurian.id,+62 813-6022-6055,"QV5W+9J Pondok Bambu, East Jakarta City, Jakarta, Indonesia"
KUKIKU Cakes and Cookies,https://www.google.co.id/maps/place/KUKIKU+Cakes+and+Cookies/,https://lh5.googleusercontent.com/p/AF1QipNhH-upBJG8tyoGUoaSgEF4oVn1SooZNFhSUBhj=w408-h306-k-no,Cake shop,"Perumahan Fortune Garden Blok C4 No.26, Jl. Kp. Pamahan Setya Mulya No.RT.04/08, Setiamulya, Kec. Tarumajaya, Bekasi, Jawa Barat 17213, Indonesia",business.site,+62 877-7555-5822,"VX8V+6Q Setiamulya, Bekasi, West Java, Indonesia"
Ragusa Italian Ice Cream,https://www.google.co.id/maps/place/Ragusa+Italian+Ice+Cream/,https://lh5.googleusercontent.com/p/AF1QipOIWP2jmyBaF4ZvsC6tl4_p2uzFdwDeb7fekiX3=w408-h544-k-no,Ice cream shop,"Jl. Veteran I No.10, RT.4/RW.2, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, Indonesia",+62 21 3849123,"RRJH+3W Gambir, Central Jakarta City, Jakarta, Indonesia",Claim this business
Aira Pancake Durian,https://www.google.co.id/maps/place/Aira+Pancake+Durian/,https://lh5.googleusercontent.com/p/AF1QipP_Uu-b_s8BVm8Wvu9vYRYxuCVqgUFLF1Wiogkg=w408-h306-k-no,Southeast Asian restaurant,"Jl. Kp. Sumur Utara No.10, RT.3/RW.10, Klender, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470, Indonesia",+62 838-7244-1017,"QWM6+9R Klender, East Jakarta City, Jakarta, Indonesia",Claim this business
Kedai Ice Cream Gentong - Sunter,https://www.google.co.id/maps/place/Kedai+Ice+Cream+Gentong+-+Sunter/,https://lh5.googleusercontent.com/p/AF1QipOhfGbrnzleHDkJWaXz0-3Ks-XTzWpzrEyTsX6q=w408-h306-k-no,Ice cream shop,"Jl. Danau Sunter Utara No.41, RT.1/RW.19, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",kedaigentong.com,+62 21 29562200,"VV69+V6 Sunter Agung, North Jakarta City, Jakarta, Indonesia"
Emporium Pluit Mall,https://www.google.co.id/maps/place/Emporium+Pluit+Mall/,https://lh5.googleusercontent.com/p/AF1QipMKF-941XtS9cCdylZUlCkmpCByKapaa-_uTuR7=w408-h306-k-no,Shopping mall,"Jl. Pluit Selatan Raya No.15, Penjaringan, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14440, Indonesia",emporiumpluit.com,+62 21 66676288,"VQCR+X9 Penjaringan, North Jakarta City, Jakarta, Indonesia"
TanSu Kemayoran,https://www.google.co.id/maps/place/TanSu+Kemayoran/,https://lh5.googleusercontent.com/p/AF1QipPmeK_4SqNOLVVUshAgjeasapllX6InDsCJEOGs=w408-h306-k-no,Indonesian restaurant,"Jl. Kemayoran Gempol Jl. Garuda, RT.11/RW.8, Ujung, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10620, Indonesia",+62 812-1084-9492,"RRQX+MJ Kemayoran, Central Jakarta City, Jakarta, Indonesia",Claim this business
Istana Durian,https://www.google.co.id/maps/place/Istana+Durian/,https://lh5.googleusercontent.com/p/AF1QipO_eTV6feQfq5p-nYqx_mDEjwWl4e7igbT6CiI=w408-h544-k-no,Dessert shop,"Jalan Tanjung Duren Utara IV, Kelurahan No.465A, RT.11/RW.3, Tj. Duren Utara, Grogol Pertamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",istanadurian.com,+62 812-6969-818,"RQHM+X4 North Tanjung Duren, West Jakarta City, Jakarta, Indonesia"
Maharaja Super Cake Pondok Kopi,https://www.google.co.id/maps/place/Maharaja+Super+Cake+Pondok+Kopi/,https://lh5.googleusercontent.com/p/AF1QipOgqnjdNrIfdGuQgUDRRAhONN20OHxCjwh0EUPJ=w408-h306-k-no,Cake shop,"Jl. Robusta Raya No.146, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460, Indonesia",+62 21 86601874,"QWFV+G4 Pondok Kopi, East Jakarta City, Jakarta, Indonesia",Claim this business
RATU DURIAN,https://www.google.co.id/maps/place/RATU+DURIAN/,https://lh5.googleusercontent.com/p/AF1QipO2AZAQcahiT1Fjq6WmLlVd8p1bMLbXwAC0f7s=w426-h240-k-no,Restaurant,"Jl. Danau Sunter utara blok B 1b No. 12, RT.1/RW.8, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",ratudurian.business.site,+62 21 6404633,"VV65+2W Sunter Agung, North Jakarta City, Jakarta, Indonesia"
